Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
ERR1756002_1	(32, 30626.0)	(37, 20128.0)	(42, 13350.0)	(47, 8663.0)	(52, 16193.0)	(57, 16615.0)	(62, 11736.0)	(67, 6367.0)	(72, 7907.0)	(77, 13175.0)	(82, 11958.0)	(87, 10707.0)	(92, 13120.0)	(97, 14290.0)	(102, 17988.0)	(107, 26047.0)	(112, 35842.0)	(117, 43726.0)	(122, 29572.0)	(127, 35057.0)	(132, 54127.0)	(137, 46311.0)	(142, 44532.0)	(147, 42165.0)	(151, 173023.0)
ERR1756002_2	(32, 17354.0)	(37, 12285.0)	(42, 6268.0)	(47, 10258.0)	(52, 12801.0)	(57, 14478.0)	(62, 12135.0)	(67, 9719.0)	(72, 8546.0)	(77, 18417.0)	(82, 13008.0)	(87, 10775.0)	(92, 10801.0)	(97, 11394.0)	(102, 13942.0)	(107, 17911.0)	(112, 21814.0)	(117, 23290.0)	(122, 28380.0)	(127, 33847.0)	(132, 59702.0)	(137, 49334.0)	(142, 58020.0)	(147, 59554.0)	(151, 209192.0)
ERR1756003_1	(32, 15406.0)	(37, 17973.0)	(42, 9564.0)	(47, 13652.0)	(52, 12724.0)	(57, 36236.0)	(62, 28181.0)	(67, 31157.0)	(72, 32907.0)	(77, 48758.0)	(82, 43491.0)	(87, 43273.0)	(92, 49907.0)	(97, 55643.0)	(102, 71685.0)	(107, 76974.0)	(112, 101462.0)	(117, 146655.0)	(122, 161388.0)	(127, 175909.0)	(132, 211685.0)	(137, 155967.0)	(142, 134721.0)	(147, 88326.0)	(151, 512676.0)
ERR1756003_2	(32, 18421.0)	(37, 19537.0)	(42, 13051.0)	(47, 16512.0)	(52, 15003.0)	(57, 38897.0)	(62, 33527.0)	(67, 35306.0)	(72, 40699.0)	(77, 62132.0)	(82, 61272.0)	(87, 64913.0)	(92, 76789.0)	(97, 80165.0)	(102, 97337.0)	(107, 106752.0)	(112, 119214.0)	(117, 164309.0)	(122, 191215.0)	(127, 166578.0)	(132, 184369.0)	(137, 167315.0)	(142, 146334.0)	(147, 81406.0)	(151, 275267.0)
ERR1756006_1	(32, 45456.0)	(37, 22393.0)	(42, 18807.0)	(47, 13626.0)	(52, 17596.0)	(57, 12862.0)	(62, 13635.0)	(67, 7687.0)	(72, 8045.0)	(77, 12295.0)	(82, 15186.0)	(87, 20643.0)	(92, 27323.0)	(97, 22794.0)	(102, 25425.0)	(107, 47331.0)	(112, 79541.0)	(117, 66991.0)	(122, 57928.0)	(127, 72217.0)	(132, 136118.0)	(137, 182175.0)	(142, 241668.0)	(147, 32531.0)	(151, 95288.0)
ERR1756006_2	(32, 32487.0)	(37, 14815.0)	(42, 11064.0)	(47, 15167.0)	(52, 12780.0)	(57, 18338.0)	(62, 16438.0)	(67, 9948.0)	(72, 6453.0)	(77, 15262.0)	(82, 17917.0)	(87, 30290.0)	(92, 23578.0)	(97, 26230.0)	(102, 28021.0)	(107, 41775.0)	(112, 59800.0)	(117, 57657.0)	(122, 72965.0)	(127, 76762.0)	(132, 120522.0)	(137, 157485.0)	(142, 271806.0)	(147, 39806.0)	(151, 118195.0)
ERR1756007_1	(32, 33689.0)	(37, 20236.0)	(42, 14952.0)	(47, 12209.0)	(52, 22184.0)	(57, 29454.0)	(62, 17025.0)	(67, 11467.0)	(72, 10761.0)	(77, 22502.0)	(82, 18777.0)	(87, 18701.0)	(92, 19624.0)	(97, 21363.0)	(102, 24255.0)	(107, 33130.0)	(112, 45874.0)	(117, 45741.0)	(122, 36458.0)	(127, 40642.0)	(132, 58252.0)	(137, 70784.0)	(142, 58352.0)	(147, 41947.0)	(151, 278203.0)
ERR1756007_2	(32, 50656.0)	(37, 11496.0)	(42, 8045.0)	(47, 8563.0)	(52, 11812.0)	(57, 22071.0)	(62, 17288.0)	(67, 13894.0)	(72, 12419.0)	(77, 24998.0)	(82, 19195.0)	(87, 16263.0)	(92, 15829.0)	(97, 17247.0)	(102, 18593.0)	(107, 24271.0)	(112, 28570.0)	(117, 34203.0)	(122, 41462.0)	(127, 40626.0)	(132, 50941.0)	(137, 61209.0)	(142, 65758.0)	(147, 65478.0)	(151, 325695.0)
ERR1756017_1	(32, 42012.0)	(37, 24293.0)	(42, 16346.0)	(47, 9278.0)	(52, 20143.0)	(57, 32479.0)	(62, 22905.0)	(67, 12745.0)	(72, 11206.0)	(77, 19122.0)	(82, 18697.0)	(87, 20223.0)	(92, 22792.0)	(97, 19700.0)	(102, 25851.0)	(107, 47431.0)	(112, 70488.0)	(117, 82423.0)	(122, 48795.0)	(127, 73822.0)	(132, 94958.0)	(137, 134895.0)	(142, 80393.0)	(147, 61271.0)	(151, 314726.0)
ERR1756017_2	(32, 21228.0)	(37, 19045.0)	(42, 10645.0)	(47, 14519.0)	(52, 18633.0)	(57, 27222.0)	(62, 24738.0)	(67, 19819.0)	(72, 13341.0)	(77, 30555.0)	(82, 28686.0)	(87, 27083.0)	(92, 27154.0)	(97, 28498.0)	(102, 35962.0)	(107, 48292.0)	(112, 67653.0)	(117, 78414.0)	(122, 95434.0)	(127, 99129.0)	(132, 81836.0)	(137, 137222.0)	(142, 86702.0)	(147, 72356.0)	(151, 212828.0)
ERR1756023_1	(32, 126741.0)	(37, 96857.0)	(42, 50789.0)	(47, 26758.0)	(52, 76521.0)	(57, 112472.0)	(62, 77979.0)	(67, 25820.0)	(72, 30935.0)	(77, 55139.0)	(82, 49239.0)	(87, 48368.0)	(92, 65865.0)	(97, 53078.0)	(102, 71570.0)	(107, 140629.0)	(112, 229680.0)	(117, 225128.0)	(122, 119263.0)	(127, 147192.0)	(132, 147234.0)	(137, 318760.0)	(142, 171812.0)	(147, 130462.0)	(151, 516309.0)
ERR1756023_2	(32, 50727.0)	(37, 58014.0)	(42, 25318.0)	(47, 34809.0)	(52, 56471.0)	(57, 89934.0)	(62, 89876.0)	(67, 49874.0)	(72, 45802.0)	(77, 99755.0)	(82, 74246.0)	(87, 51190.0)	(92, 54657.0)	(97, 60395.0)	(102, 71032.0)	(107, 104819.0)	(112, 149799.0)	(117, 142284.0)	(122, 159384.0)	(127, 150372.0)	(132, 145468.0)	(137, 293514.0)	(142, 217857.0)	(147, 172725.0)	(151, 666278.0)
ERR1756032_1	(32, 12458.0)	(37, 11852.0)	(42, 5644.0)	(47, 7871.0)	(52, 9680.0)	(57, 23963.0)	(62, 13324.0)	(67, 11051.0)	(72, 9817.0)	(77, 22012.0)	(82, 16023.0)	(87, 13830.0)	(92, 16391.0)	(97, 15169.0)	(102, 18265.0)	(107, 24427.0)	(112, 37712.0)	(117, 47375.0)	(122, 50590.0)	(127, 68328.0)	(132, 95377.0)	(137, 133980.0)	(142, 163424.0)	(147, 148373.0)	(151, 1001942.0)
ERR1756032_2	(32, 6686.0)	(37, 6383.0)	(42, 4938.0)	(47, 6887.0)	(52, 7463.0)	(57, 18589.0)	(62, 15799.0)	(67, 11406.0)	(72, 9112.0)	(77, 26900.0)	(82, 20288.0)	(87, 15802.0)	(92, 17443.0)	(97, 17914.0)	(102, 22308.0)	(107, 26227.0)	(112, 31364.0)	(117, 42610.0)	(122, 66238.0)	(127, 72905.0)	(132, 93103.0)	(137, 125844.0)	(142, 160942.0)	(147, 160147.0)	(151, 991580.0)
ERR1756035_1	(32, 29183.0)	(37, 23881.0)	(42, 22147.0)	(47, 9748.0)	(52, 16178.0)	(57, 22118.0)	(62, 15766.0)	(67, 8919.0)	(72, 8545.0)	(77, 17058.0)	(82, 17059.0)	(87, 21461.0)	(92, 19342.0)	(97, 18824.0)	(102, 24242.0)	(107, 44199.0)	(112, 70366.0)	(117, 62572.0)	(122, 29638.0)	(127, 39906.0)	(132, 74706.0)	(137, 65204.0)	(142, 53273.0)	(147, 26464.0)	(151, 169972.0)
ERR1756035_2	(32, 13083.0)	(37, 18586.0)	(42, 14876.0)	(47, 16165.0)	(52, 18423.0)	(57, 21775.0)	(62, 17951.0)	(67, 13069.0)	(72, 11967.0)	(77, 25427.0)	(82, 20904.0)	(87, 22017.0)	(92, 20497.0)	(97, 20354.0)	(102, 26691.0)	(107, 38649.0)	(112, 58135.0)	(117, 66362.0)	(122, 67305.0)	(127, 69559.0)	(132, 57351.0)	(137, 73910.0)	(142, 51507.0)	(147, 32551.0)	(151, 113657.0)
ERR1756044_1	(32, 38306.0)	(37, 22171.0)	(42, 22496.0)	(47, 17220.0)	(52, 17298.0)	(57, 11688.0)	(62, 11819.0)	(67, 5103.0)	(72, 5905.0)	(77, 10249.0)	(82, 12141.0)	(87, 14602.0)	(92, 16921.0)	(97, 17437.0)	(102, 21094.0)	(107, 38139.0)	(112, 60598.0)	(117, 56613.0)	(122, 41129.0)	(127, 59808.0)	(132, 86356.0)	(137, 124598.0)	(142, 259539.0)	(147, 42486.0)	(151, 108283.0)
ERR1756044_2	(32, 22883.0)	(37, 23683.0)	(42, 7422.0)	(47, 13052.0)	(52, 14391.0)	(57, 13297.0)	(62, 13416.0)	(67, 8424.0)	(72, 8357.0)	(77, 15354.0)	(82, 12815.0)	(87, 11597.0)	(92, 12530.0)	(97, 16175.0)	(102, 17131.0)	(107, 26960.0)	(112, 39924.0)	(117, 37946.0)	(122, 34651.0)	(127, 49514.0)	(132, 87481.0)	(137, 124013.0)	(142, 322853.0)	(147, 56547.0)	(151, 131583.0)
ERR1756057_1	(32, 5541.0)	(37, 4306.0)	(42, 3377.0)	(47, 2854.0)	(52, 4311.0)	(57, 4559.0)	(62, 3004.0)	(67, 2003.0)	(72, 2163.0)	(77, 4166.0)	(82, 3694.0)	(87, 3318.0)	(92, 3278.0)	(97, 3351.0)	(102, 3941.0)	(107, 4545.0)	(112, 6361.0)	(117, 8424.0)	(122, 7052.0)	(127, 8077.0)	(132, 11526.0)	(137, 13024.0)	(142, 18182.0)	(147, 13605.0)	(151, 81178.0)
ERR1756057_2	(32, 4212.0)	(37, 3140.0)	(42, 2006.0)	(47, 2594.0)	(52, 3079.0)	(57, 4225.0)	(62, 3090.0)	(67, 2595.0)	(72, 2716.0)	(77, 5009.0)	(82, 3598.0)	(87, 3166.0)	(92, 3472.0)	(97, 3212.0)	(102, 3619.0)	(107, 4591.0)	(112, 15799.0)	(117, 5706.0)	(122, 6872.0)	(127, 7681.0)	(132, 9506.0)	(137, 11231.0)	(142, 17922.0)	(147, 15752.0)	(151, 81047.0)
ERR1756062_1	(32, 15575.0)	(37, 9673.0)	(42, 9051.0)	(47, 6460.0)	(52, 7859.0)	(57, 8667.0)	(62, 7347.0)	(67, 5528.0)	(72, 5422.0)	(77, 8954.0)	(82, 8223.0)	(87, 14290.0)	(92, 8331.0)	(97, 8961.0)	(102, 9265.0)	(107, 11544.0)	(112, 15134.0)	(117, 18300.0)	(122, 16955.0)	(127, 19353.0)	(132, 31448.0)	(137, 31569.0)	(142, 32098.0)	(147, 32358.0)	(151, 119415.0)
ERR1756062_2	(32, 27753.0)	(37, 5075.0)	(42, 4533.0)	(47, 6480.0)	(52, 5820.0)	(57, 8744.0)	(62, 7517.0)	(67, 6345.0)	(72, 5524.0)	(77, 10570.0)	(82, 8374.0)	(87, 7780.0)	(92, 8069.0)	(97, 10166.0)	(102, 7756.0)	(107, 9740.0)	(112, 12431.0)	(117, 15593.0)	(122, 21070.0)	(127, 22807.0)	(132, 26742.0)	(137, 27168.0)	(142, 31529.0)	(147, 33026.0)	(151, 131168.0)
ERR1756071_1	(32, 28552.0)	(37, 16396.0)	(42, 11727.0)	(47, 9637.0)	(52, 15498.0)	(57, 14495.0)	(62, 11181.0)	(67, 7064.0)	(72, 7915.0)	(77, 13647.0)	(82, 13138.0)	(87, 13058.0)	(92, 14773.0)	(97, 13885.0)	(102, 17380.0)	(107, 31295.0)	(112, 40681.0)	(117, 42587.0)	(122, 32970.0)	(127, 33780.0)	(132, 55791.0)	(137, 60873.0)	(142, 68339.0)	(147, 80337.0)	(151, 220735.0)
ERR1756071_2	(32, 62667.0)	(37, 9262.0)	(42, 4771.0)	(47, 9801.0)	(52, 10287.0)	(57, 14402.0)	(62, 10581.0)	(67, 9614.0)	(72, 7767.0)	(77, 17064.0)	(82, 14064.0)	(87, 12718.0)	(92, 11931.0)	(97, 13015.0)	(102, 15403.0)	(107, 20174.0)	(112, 25603.0)	(117, 26499.0)	(122, 29033.0)	(127, 33841.0)	(132, 53781.0)	(137, 63419.0)	(142, 76446.0)	(147, 97752.0)	(151, 225839.0)
ERR1756073_1	(32, 52025.0)	(37, 25022.0)	(42, 15829.0)	(47, 11850.0)	(52, 27073.0)	(57, 21882.0)	(62, 15502.0)	(67, 11506.0)	(72, 12193.0)	(77, 21234.0)	(82, 20648.0)	(87, 20289.0)	(92, 21867.0)	(97, 21644.0)	(102, 28310.0)	(107, 39571.0)	(112, 54659.0)	(117, 61119.0)	(122, 41949.0)	(127, 49050.0)	(132, 67235.0)	(137, 91472.0)	(142, 71208.0)	(147, 59616.0)	(151, 272416.0)
ERR1756073_2	(32, 27692.0)	(37, 23670.0)	(42, 11145.0)	(47, 12700.0)	(52, 17269.0)	(57, 21190.0)	(62, 17705.0)	(67, 15637.0)	(72, 12051.0)	(77, 29292.0)	(82, 21938.0)	(87, 17365.0)	(92, 18623.0)	(97, 20170.0)	(102, 23611.0)	(107, 30207.0)	(112, 39992.0)	(117, 42288.0)	(122, 57862.0)	(127, 55881.0)	(132, 56826.0)	(137, 87526.0)	(142, 92589.0)	(147, 85718.0)	(151, 296222.0)
ERR1756075_1	(32, 47807.0)	(37, 27261.0)	(42, 21467.0)	(47, 15935.0)	(52, 28259.0)	(57, 28414.0)	(62, 21742.0)	(67, 14125.0)	(72, 13521.0)	(77, 23270.0)	(82, 24907.0)	(87, 21319.0)	(92, 21722.0)	(97, 19787.0)	(102, 27555.0)	(107, 39361.0)	(112, 57496.0)	(117, 60824.0)	(122, 37282.0)	(127, 44565.0)	(132, 64960.0)	(137, 85311.0)	(142, 70377.0)	(147, 61474.0)	(151, 232745.0)
ERR1756075_2	(32, 24443.0)	(37, 16612.0)	(42, 11904.0)	(47, 18131.0)	(52, 18083.0)	(57, 23230.0)	(62, 22848.0)	(67, 15526.0)	(72, 12601.0)	(77, 26032.0)	(82, 21488.0)	(87, 16409.0)	(92, 15752.0)	(97, 16530.0)	(102, 20058.0)	(107, 23655.0)	(112, 31322.0)	(117, 34833.0)	(122, 41396.0)	(127, 46293.0)	(132, 60428.0)	(137, 87368.0)	(142, 94775.0)	(147, 88523.0)	(151, 323246.0)
ERR1756080_1	(32, 17709.0)	(37, 10151.0)	(42, 9281.0)	(47, 11194.0)	(52, 11515.0)	(57, 14481.0)	(62, 14406.0)	(67, 12236.0)	(72, 13755.0)	(77, 18675.0)	(82, 16267.0)	(87, 17410.0)	(92, 19037.0)	(97, 22852.0)	(102, 26241.0)	(107, 37968.0)	(112, 46091.0)	(117, 64956.0)	(122, 67830.0)	(127, 92202.0)	(132, 147204.0)	(137, 114241.0)	(142, 140256.0)	(147, 114922.0)	(151, 289667.0)
ERR1756080_2	(32, 27370.0)	(37, 6952.0)	(42, 5901.0)	(47, 8861.0)	(52, 10143.0)	(57, 16969.0)	(62, 11783.0)	(67, 11971.0)	(72, 10717.0)	(77, 18837.0)	(82, 17155.0)	(87, 19205.0)	(92, 18716.0)	(97, 25519.0)	(102, 28284.0)	(107, 39243.0)	(112, 50342.0)	(117, 68705.0)	(122, 66682.0)	(127, 74091.0)	(132, 138552.0)	(137, 112280.0)	(142, 136650.0)	(147, 115958.0)	(151, 309661.0)
ERR1756084_1	(32, 53478.0)	(37, 26600.0)	(42, 21875.0)	(47, 17283.0)	(52, 34305.0)	(57, 32833.0)	(62, 21763.0)	(67, 13039.0)	(72, 13976.0)	(77, 24630.0)	(82, 24846.0)	(87, 22245.0)	(92, 21181.0)	(97, 20424.0)	(102, 27916.0)	(107, 44100.0)	(112, 63915.0)	(117, 69553.0)	(122, 43703.0)	(127, 46355.0)	(132, 73298.0)	(137, 102630.0)	(142, 69024.0)	(147, 75298.0)	(151, 300622.0)
ERR1756084_2	(32, 28661.0)	(37, 19742.0)	(42, 13350.0)	(47, 20763.0)	(52, 20715.0)	(57, 28033.0)	(62, 23174.0)	(67, 13508.0)	(72, 12738.0)	(77, 27606.0)	(82, 21776.0)	(87, 18018.0)	(92, 15605.0)	(97, 15873.0)	(102, 19604.0)	(107, 26700.0)	(112, 30354.0)	(117, 40142.0)	(122, 46018.0)	(127, 48595.0)	(132, 63705.0)	(137, 102244.0)	(142, 94478.0)	(147, 106567.0)	(151, 406923.0)
ERR1756086_1	(32, 46396.0)	(37, 26449.0)	(42, 18921.0)	(47, 15050.0)	(52, 26205.0)	(57, 23487.0)	(62, 19560.0)	(67, 16580.0)	(72, 18056.0)	(77, 22131.0)	(82, 20912.0)	(87, 20791.0)	(92, 23990.0)	(97, 21744.0)	(102, 27414.0)	(107, 38521.0)	(112, 55935.0)	(117, 68717.0)	(122, 51694.0)	(127, 57789.0)	(132, 99291.0)	(137, 94068.0)	(142, 89872.0)	(147, 96742.0)	(151, 441191.0)
ERR1756086_2	(32, 20554.0)	(37, 15998.0)	(42, 9347.0)	(47, 17625.0)	(52, 18219.0)	(57, 25913.0)	(62, 25824.0)	(67, 20389.0)	(72, 19770.0)	(77, 32836.0)	(82, 23440.0)	(87, 20507.0)	(92, 19561.0)	(97, 19149.0)	(102, 22955.0)	(107, 31209.0)	(112, 35519.0)	(117, 40534.0)	(122, 47943.0)	(127, 55051.0)	(132, 85375.0)	(137, 85492.0)	(142, 104354.0)	(147, 117503.0)	(151, 526439.0)
ERR1756092_1	(32, 35848.0)	(37, 15991.0)	(42, 14562.0)	(47, 12274.0)	(52, 18705.0)	(57, 15671.0)	(62, 16648.0)	(67, 7839.0)	(72, 8531.0)	(77, 15516.0)	(82, 16756.0)	(87, 18537.0)	(92, 19225.0)	(97, 17700.0)	(102, 21524.0)	(107, 30445.0)	(112, 44661.0)	(117, 62143.0)	(122, 49855.0)	(127, 54670.0)	(132, 96538.0)	(137, 128008.0)	(142, 73095.0)	(147, 52307.0)	(151, 185669.0)
ERR1756092_2	(32, 28171.0)	(37, 11470.0)	(42, 8083.0)	(47, 13764.0)	(52, 19123.0)	(57, 17406.0)	(62, 17114.0)	(67, 11623.0)	(72, 20494.0)	(77, 19126.0)	(82, 17711.0)	(87, 16775.0)	(92, 25618.0)	(97, 19139.0)	(102, 21924.0)	(107, 29763.0)	(112, 40321.0)	(117, 43440.0)	(122, 66307.0)	(127, 61127.0)	(132, 84039.0)	(137, 103397.0)	(142, 89696.0)	(147, 61874.0)	(151, 185213.0)
ERR1756095_1	(32, 28986.0)	(37, 21424.0)	(42, 22587.0)	(47, 14109.0)	(52, 12894.0)	(57, 13968.0)	(62, 12467.0)	(67, 9797.0)	(72, 10051.0)	(77, 15405.0)	(82, 14594.0)	(87, 13724.0)	(92, 14908.0)	(97, 16586.0)	(102, 18799.0)	(107, 23888.0)	(112, 33914.0)	(117, 46525.0)	(122, 39442.0)	(127, 42432.0)	(132, 102751.0)	(137, 70739.0)	(142, 92667.0)	(147, 58110.0)	(151, 196862.0)
ERR1756095_2	(32, 16945.0)	(37, 12591.0)	(42, 10644.0)	(47, 15298.0)	(52, 12996.0)	(57, 15049.0)	(62, 11762.0)	(67, 10958.0)	(72, 8770.0)	(77, 18295.0)	(82, 14565.0)	(87, 12789.0)	(92, 13189.0)	(97, 14755.0)	(102, 17153.0)	(107, 21717.0)	(112, 26387.0)	(117, 33470.0)	(122, 34121.0)	(127, 42039.0)	(132, 104430.0)	(137, 75137.0)	(142, 110263.0)	(147, 64514.0)	(151, 229792.0)
ERR1756101_1	(32, 32011.0)	(37, 17178.0)	(42, 13161.0)	(47, 12362.0)	(52, 18830.0)	(57, 18406.0)	(62, 15770.0)	(67, 9765.0)	(72, 9698.0)	(77, 17380.0)	(82, 15726.0)	(87, 15885.0)	(92, 17289.0)	(97, 16811.0)	(102, 20377.0)	(107, 30270.0)	(112, 44725.0)	(117, 50318.0)	(122, 37082.0)	(127, 44751.0)	(132, 58912.0)	(137, 76436.0)	(142, 53735.0)	(147, 49553.0)	(151, 161583.0)
ERR1756101_2	(32, 21379.0)	(37, 11386.0)	(42, 8036.0)	(47, 13528.0)	(52, 13602.0)	(57, 20593.0)	(62, 17904.0)	(67, 14400.0)	(72, 9768.0)	(77, 24952.0)	(82, 19263.0)	(87, 15893.0)	(92, 17979.0)	(97, 19077.0)	(102, 21272.0)	(107, 29900.0)	(112, 42208.0)	(117, 41229.0)	(122, 56328.0)	(127, 53531.0)	(132, 52858.0)	(137, 73926.0)	(142, 61988.0)	(147, 50401.0)	(151, 146613.0)
ERR1756105_1	(32, 41153.0)	(37, 40296.0)	(42, 20348.0)	(47, 27999.0)	(52, 28510.0)	(57, 54479.0)	(62, 42738.0)	(67, 71534.0)	(72, 32958.0)	(77, 55000.0)	(82, 41778.0)	(87, 32812.0)	(92, 37291.0)	(97, 43304.0)	(102, 47486.0)	(107, 63416.0)	(112, 81853.0)	(117, 127222.0)	(122, 135302.0)	(127, 165495.0)	(132, 464623.0)	(137, 252809.0)	(142, 493070.0)	(147, 489089.0)	(151, 1989461.0)
ERR1756105_2	(32, 27090.0)	(37, 23916.0)	(42, 15837.0)	(47, 26949.0)	(52, 28100.0)	(57, 97063.0)	(62, 62378.0)	(67, 36162.0)	(72, 28535.0)	(77, 76836.0)	(82, 52280.0)	(87, 41555.0)	(92, 45728.0)	(97, 56799.0)	(102, 61087.0)	(107, 75854.0)	(112, 90181.0)	(117, 136626.0)	(122, 173688.0)	(127, 197156.0)	(132, 448276.0)	(137, 286993.0)	(142, 439513.0)	(147, 433245.0)	(151, 1918179.0)
ERR1756107_1	(32, 18668.0)	(37, 10624.0)	(42, 8373.0)	(47, 6405.0)	(52, 11677.0)	(57, 9031.0)	(62, 6272.0)	(67, 4218.0)	(72, 4497.0)	(77, 10195.0)	(82, 8808.0)	(87, 9293.0)	(92, 7389.0)	(97, 7648.0)	(102, 8541.0)	(107, 10708.0)	(112, 16088.0)	(117, 19397.0)	(122, 15271.0)	(127, 22015.0)	(132, 31927.0)	(137, 42260.0)	(142, 33596.0)	(147, 24879.0)	(151, 159104.0)
ERR1756107_2	(32, 19024.0)	(37, 6211.0)	(42, 4316.0)	(47, 7826.0)	(52, 10436.0)	(57, 10983.0)	(62, 8498.0)	(67, 6806.0)	(72, 5987.0)	(77, 14138.0)	(82, 10188.0)	(87, 9682.0)	(92, 9569.0)	(97, 10588.0)	(102, 11139.0)	(107, 13571.0)	(112, 18095.0)	(117, 21325.0)	(122, 29250.0)	(127, 30836.0)	(132, 27935.0)	(137, 43061.0)	(142, 38255.0)	(147, 32085.0)	(151, 107080.0)
ERR1756111_1	(32, 31540.0)	(37, 16134.0)	(42, 13493.0)	(47, 12168.0)	(52, 17730.0)	(57, 17748.0)	(62, 15263.0)	(67, 9633.0)	(72, 10174.0)	(77, 16776.0)	(82, 15806.0)	(87, 16260.0)	(92, 17078.0)	(97, 17644.0)	(102, 21309.0)	(107, 31541.0)	(112, 46889.0)	(117, 52344.0)	(122, 39216.0)	(127, 41737.0)	(132, 73525.0)	(137, 79940.0)	(142, 53660.0)	(147, 43491.0)	(151, 161794.0)
ERR1756111_2	(32, 22195.0)	(37, 11328.0)	(42, 8641.0)	(47, 13942.0)	(52, 14730.0)	(57, 21452.0)	(62, 18755.0)	(67, 15692.0)	(72, 10276.0)	(77, 25112.0)	(82, 20344.0)	(87, 17692.0)	(92, 18476.0)	(97, 20373.0)	(102, 23437.0)	(107, 32641.0)	(112, 45602.0)	(117, 43560.0)	(122, 60537.0)	(127, 52585.0)	(132, 62412.0)	(137, 74338.0)	(142, 60568.0)	(147, 44992.0)	(151, 133213.0)
ERR1756115_1	(32, 27647.0)	(37, 20642.0)	(42, 8668.0)	(47, 13376.0)	(52, 15898.0)	(57, 38440.0)	(62, 23987.0)	(67, 26619.0)	(72, 29592.0)	(77, 36276.0)	(82, 28341.0)	(87, 23237.0)	(92, 33400.0)	(97, 30463.0)	(102, 39592.0)	(107, 44872.0)	(112, 58578.0)	(117, 89295.0)	(122, 107019.0)	(127, 128218.0)	(132, 224534.0)	(137, 133601.0)	(142, 205351.0)	(147, 115349.0)	(151, 815630.0)
ERR1756115_2	(32, 24350.0)	(37, 16216.0)	(42, 9777.0)	(47, 14676.0)	(52, 14083.0)	(57, 35093.0)	(62, 25664.0)	(67, 30069.0)	(72, 33908.0)	(77, 44369.0)	(82, 38880.0)	(87, 33843.0)	(92, 46838.0)	(97, 45140.0)	(102, 56071.0)	(107, 67380.0)	(112, 79740.0)	(117, 125104.0)	(122, 147772.0)	(127, 141101.0)	(132, 214449.0)	(137, 165716.0)	(142, 224874.0)	(147, 120326.0)	(151, 563186.0)
ERR1756118_1	(32, 22082.0)	(37, 18182.0)	(42, 8900.0)	(47, 8667.0)	(52, 21856.0)	(57, 18342.0)	(62, 13138.0)	(67, 8132.0)	(72, 6722.0)	(77, 14870.0)	(82, 17513.0)	(87, 12484.0)	(92, 11833.0)	(97, 10891.0)	(102, 14673.0)	(107, 19932.0)	(112, 25250.0)	(117, 33529.0)	(122, 25342.0)	(127, 26892.0)	(132, 32053.0)	(137, 50422.0)	(142, 42138.0)	(147, 38587.0)	(151, 275209.0)
ERR1756118_2	(32, 16545.0)	(37, 11287.0)	(42, 11962.0)	(47, 15724.0)	(52, 14107.0)	(57, 15502.0)	(62, 15498.0)	(67, 8268.0)	(72, 6471.0)	(77, 18372.0)	(82, 15938.0)	(87, 11139.0)	(92, 13321.0)	(97, 9946.0)	(102, 14829.0)	(107, 18666.0)	(112, 25908.0)	(117, 34052.0)	(122, 59680.0)	(127, 46110.0)	(132, 34536.0)	(137, 58491.0)	(142, 55707.0)	(147, 48961.0)	(151, 196619.0)
ERR1756127_1	(32, 39030.0)	(37, 25610.0)	(42, 17537.0)	(47, 11338.0)	(52, 22646.0)	(57, 26353.0)	(62, 15887.0)	(67, 11460.0)	(72, 11211.0)	(77, 21483.0)	(82, 17849.0)	(87, 14949.0)	(92, 16156.0)	(97, 18222.0)	(102, 21237.0)	(107, 27873.0)	(112, 40273.0)	(117, 53577.0)	(122, 30760.0)	(127, 29949.0)	(132, 45323.0)	(137, 50756.0)	(142, 40841.0)	(147, 30215.0)	(151, 185188.0)
ERR1756127_2	(32, 34286.0)	(37, 21696.0)	(42, 11970.0)	(47, 16115.0)	(52, 17144.0)	(57, 24753.0)	(62, 18370.0)	(67, 12064.0)	(72, 10945.0)	(77, 26647.0)	(82, 17197.0)	(87, 12348.0)	(92, 12979.0)	(97, 14600.0)	(102, 17735.0)	(107, 20410.0)	(112, 25570.0)	(117, 28628.0)	(122, 33758.0)	(127, 35402.0)	(132, 46355.0)	(137, 62324.0)	(142, 62838.0)	(147, 49081.0)	(151, 192508.0)
ERR1756130_1	(32, 40531.0)	(37, 18062.0)	(42, 13717.0)	(47, 13716.0)	(52, 19368.0)	(57, 28820.0)	(62, 21395.0)	(67, 17864.0)	(72, 21448.0)	(77, 20262.0)	(82, 20081.0)	(87, 21724.0)	(92, 24076.0)	(97, 24439.0)	(102, 32865.0)	(107, 50110.0)	(112, 64767.0)	(117, 86663.0)	(122, 87794.0)	(127, 110746.0)	(132, 128050.0)	(137, 149447.0)	(142, 116890.0)	(147, 82799.0)	(151, 177093.0)
